alt                      temp                     eddy                     SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
4.582914572864321e+02    1.410176420571166e+02    2.431038607785639e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.663316582914572e+02    1.408350972935882e+02    2.683014973620132e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.743718592964824e+02    1.406525525300598e+02    2.961105152124302e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.824120603015075e+02    1.404700077665313e+02    3.268015130206060e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.904522613065326e+02    1.402874630030029e+02    3.606731270710561e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.984924623115577e+02    1.400768106763916e+02    3.979998229802266e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.065326633165829e+02    1.398513742694700e+02    4.391568077934449e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.145728643216080e+02    1.396259378625484e+02    4.845689485764652e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.226130653266331e+02    1.394005014556267e+02    5.346760876400878e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.306532663316582e+02    1.391750650487051e+02    5.899635200435753e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.386934673366834e+02    1.389448458055015e+02    6.509512415209305e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.467336683417085e+02    1.386379444673783e+02    7.179682275554109e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.547738693467336e+02    1.383310431292551e+02    7.918821059221764e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.628140703517588e+02    1.380241417911319e+02    8.734023536220002e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.708542713567839e+02    1.377172404530087e+02    9.633114109281463e+05    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.788944723618090e+02    1.374465157045026e+02    1.062665170082582e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.869346733668341e+02    1.371783102098045e+02    1.172277768808164e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.949748743718592e+02    1.369101047151065e+02    1.293193364976477e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.030150753768844e+02    1.366418992204084e+02    1.426577121392125e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
