alt                      temp                     eddy                     SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
6.110552763819095e+02    1.363422002345006e+02    1.573463553501419e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.190954773869346e+02    1.359321099787829e+02    1.734496347456901e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.271356783919598e+02    1.355702979190808e+02    1.912467699945190e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.351758793969849e+02    1.354618367949521e+02    2.111415336800696e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.432160804020100e+02    1.353533756708235e+02    2.331057783806278e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.512562814070351e+02    1.352449145466948e+02    2.573547680161998e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.592964824120602e+02    1.351433460858986e+02    2.841361502256012e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.673366834170854e+02    1.350557211849048e+02    3.137267350777847e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.753768844221105e+02    1.349680962839110e+02    3.463988475710775e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.834170854271356e+02    1.348804713829172e+02    3.824733973246499e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.914572864321608e+02    1.347928464819234e+02    4.223046747080708e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
6.994974874371859e+02    1.347015023933035e+02    4.662750230276936e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.075376884422110e+02    1.346078581352335e+02    5.148173259092475e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.155778894472361e+02    1.345142138771636e+02    5.684130125827752e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.236180904522612e+02    1.344205696190937e+02    6.275881338010811e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.316582914572864e+02    1.343904782605621e+02    6.881337225088514e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.396984924623115e+02    1.346153966868831e+02    7.189219702166618e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.477386934673366e+02    1.348403151132041e+02    7.510871053980752e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.557788944723618e+02    1.350652335395251e+02    7.846906796000235e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.638190954773869e+02    1.353606841342577e+02    8.199251873502122e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.718592964824120e+02    1.357761051755743e+02    8.569678177634833e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.798994974874371e+02    1.361915262168909e+02    8.956814471292375e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.879396984924622e+02    1.366069472582074e+02    9.361413575330291e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
7.959798994974874e+02    1.370653934180850e+02    9.785351464813890e+06    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.040201005025125e+02    1.376554094397858e+02    1.022981748117206e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.120603015075376e+02    1.382454254614866e+02    1.067949314043802e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.201005025125628e+02    1.388354414831874e+02    1.113222613765763e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.281407035175879e+02    1.394254575048881e+02    1.158792882466941e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.361809045226130e+02    1.403540861892635e+02    1.205734641820437e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.442211055276381e+02    1.413201408160760e+02    1.253116138706178e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.522613065326632e+02    1.422861954428886e+02    1.300811509299303e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.603015075376884e+02    1.434747798308027e+02    1.349554852596797e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.683417085427135e+02    1.450447610081472e+02    1.399904182167840e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.763819095477386e+02    1.466147421854916e+02    1.450596081386229e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.844221105527638e+02    1.487190968931693e+02    1.503505533846510e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
8.924623115577889e+02    1.511054836949051e+02    1.557775709897053e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.005025125628140e+02    1.536104300399698e+02    1.612858397668243e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.085427135678391e+02    1.567561300129738e+02    1.670720415808490e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.165829145728642e+02    1.603988384104249e+02    1.730775224247281e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.246231155778894e+02    1.647977805534632e+02    1.793961474141582e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.326633165829145e+02    1.692146812430873e+02    1.857926420459666e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.407035175879396e+02    1.736458130372352e+02    1.922578823950978e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.487437185929648e+02    1.823116893640313e+02    2.002144133464666e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.567839195979899e+02    1.930083602228851e+02    2.088813116690934e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.648241206030150e+02    2.013075180044059e+02    2.169095199043428e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.728643216080401e+02    2.096066757859267e+02    2.249518501632107e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.809045226130652e+02    2.179058335674475e+02    2.330113961801985e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.889447236180904e+02    2.293713864407556e+02    2.421856096916069e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
9.969849246231155e+02    2.447598695805197e+02    2.526615920297110e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.005025125628141e+03    2.590259472791894e+02    2.627779327740137e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.013065326633166e+03    2.689810567261148e+02    2.717695641360116e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.021105527638191e+03    2.789361661730401e+02    2.808836500069699e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.029145728643216e+03    2.888912756199654e+02    2.901240120988745e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.037185929648241e+03    2.962819129917348e+02    2.987884330144832e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.045226130653266e+03    3.027890009388620e+02    3.073443994056484e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.053266331658291e+03    3.092960888859894e+02    3.160370934462228e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.061306532663316e+03    3.158031768331167e+02    3.248681469349306e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.069346733668342e+03    3.223102647802441e+02    3.338391613845196e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.077386934673367e+03    3.288173527273715e+02    3.429517213725954e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.085427135678392e+03    3.353244406744988e+02    3.522073635174616e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.093467336683417e+03    3.416216094168675e+02    3.615875867523947e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.101507537688442e+03    3.477462185038764e+02    3.710972030700393e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.109547738693467e+03    3.538708275908852e+02    3.807541298744019e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.117587939698492e+03    3.599954366778942e+02    3.905598076094671e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.125628140703518e+03    3.661200457649031e+02    4.005157129557693e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.133668341708543e+03    3.711023420495331e+02    4.102764023210775e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.141708542713568e+03    3.751322051935246e+02    4.198938693358909e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.149748743718593e+03    3.791620683375160e+02    4.296564515058832e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.157788944723618e+03    3.831919314815074e+02    4.395653175373615e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.165829145728643e+03    3.872217946254989e+02    4.496216462949977e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.173869346733668e+03    3.903618999256046e+02    4.595258596820822e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.181909547738693e+03    3.919845873164455e+02    4.690545657600468e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.189949748743718e+03    3.936072747072864e+02    4.787159512931087e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.197989949748744e+03    3.952299620981272e+02    4.885109700597984e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.206030150753769e+03    3.968526494889681e+02    4.984405857296673e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.214070351758794e+03    3.984753368798089e+02    5.085057548738079e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
1.222110552763819e+03    3.999909411797572e+02    5.186726721974003e+07    1.9919799285884515e-34   4.2493347595845185e-34   6.3208392097091131e-21   4.6065781025781460e-20   1.0325899790306657e+04   1.2192327145851266e+04   4.8239206551596610e+01   4.8239206551596610e+01   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
